epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2504.91,0.66526,0.75955,1.09115,0.93728,0.90672,0.9562,0.77326,0.74028,0.43234,1.05746,0.000312497,0.000312497,0.000312497
43,2561.78,0.65952,0.74247,1.0783,0.93883,0.92594,0.96437,0.76939,0.74036,0.43197,1.06313,0.000307289,0.000307289,0.000307289
44,2618.31,0.66951,0.7547,1.09164,0.94593,0.91872,0.96255,0.76523,0.75657,0.42055,1.09479,0.000302082,0.000302082,0.000302082
45,2675.09,0.66813,0.74969,1.08428,0.95089,0.93111,0.96384,0.78977,0.69339,0.40552,1.02294,0.000296874,0.000296874,0.000296874
46,2732.5,0.64675,0.73342,1.08258,0.96413,0.90396,0.96359,0.75968,0.76755,0.42059,1.064,0.000291667,0.000291667,0.000291667
47,2789.72,0.65168,0.72158,1.07778,0.94407,0.92018,0.96391,0.77285,0.72406,0.414,1.04099,0.00028646,0.00028646,0.00028646
48,2846.44,0.63667,0.72389,1.07599,0.95152,0.94054,0.96689,0.76435,0.77257,0.40547,1.07806,0.000281252,0.000281252,0.000281252
49,2902.49,0.64142,0.71306,1.07094,0.95927,0.94266,0.96797,0.77331,0.73067,0.40796,1.0541,0.000276045,0.000276045,0.000276045
50,2958.44,0.63389,0.70023,1.0668,0.94502,0.93139,0.96233,0.77399,0.71479,0.40633,1.04094,0.000270837,0.000270837,0.000270837
51,3014.61,0.6328,0.71185,1.06651,0.95498,0.93697,0.96978,0.76718,0.77255,0.40594,1.07891,0.00026563,0.00026563,0.00026563
52,3071.43,0.63469,0.68685,1.06761,0.94342,0.93765,0.96763,0.76502,0.75836,0.40156,1.06261,0.000260423,0.000260423,0.000260423
53,3127.9,0.63469,0.69,1.07229,0.94916,0.93012,0.96893,0.77984,0.719,0.39328,1.01712,0.000255215,0.000255215,0.000255215
54,3183.88,0.6228,0.68658,1.06258,0.95222,0.92229,0.96649,0.79095,0.6811,0.38869,1.00654,0.000250008,0.000250008,0.000250008
55,3242.81,0.6273,0.67734,1.05729,0.94476,0.93644,0.96802,0.7887,0.67529,0.38055,0.9947,0.0002448,0.0002448,0.0002448
56,3303.91,0.62093,0.66546,1.06062,0.94265,0.90828,0.96722,0.77739,0.71285,0.39023,1.03328,0.000239593,0.000239593,0.000239593
57,3366.97,0.61346,0.67667,1.06006,0.95536,0.93618,0.97117,0.78519,0.71021,0.38423,1.01984,0.000234386,0.000234386,0.000234386
58,3426.6,0.61103,0.6651,1.05385,0.95238,0.91357,0.96677,0.7968,0.66541,0.37803,0.98851,0.000229178,0.000229178,0.000229178
59,3484.49,0.61638,0.66404,1.05353,0.95647,0.92165,0.96607,0.79504,0.66816,0.37555,1.00294,0.000223971,0.000223971,0.000223971
60,3542.89,0.61075,0.64905,1.05605,0.93798,0.937,0.9651,0.78879,0.68304,0.37835,1.01071,0.000218763,0.000218763,0.000218763
61,3599,0.60672,0.64817,1.04642,0.93638,0.93347,0.97014,0.78887,0.69669,0.38194,1.01451,0.000213556,0.000213556,0.000213556
62,3656.36,0.61326,0.64968,1.04826,0.93517,0.93633,0.96793,0.79079,0.69087,0.38414,1.01634,0.000208349,0.000208349,0.000208349
63,3715.47,0.60482,0.65053,1.05511,0.93546,0.93833,0.96739,0.78706,0.69985,0.37693,1.02097,0.000203141,0.000203141,0.000203141
64,3772.48,0.60341,0.64985,1.04783,0.94788,0.94401,0.97008,0.79067,0.67938,0.37224,1.02001,0.000197934,0.000197934,0.000197934
65,3830.37,0.59166,0.62513,1.03963,0.95488,0.94334,0.97203,0.80014,0.65511,0.35512,0.99221,0.000192726,0.000192726,0.000192726
66,3886.77,0.59331,0.64263,1.04951,0.93157,0.9382,0.96814,0.7845,0.69436,0.37304,1.01248,0.000187519,0.000187519,0.000187519
67,3944.84,0.58466,0.62401,1.04367,0.95661,0.94399,0.97299,0.78409,0.7209,0.36481,1.02977,0.000182312,0.000182312,0.000182312
68,4000.8,0.59349,0.62967,1.0486,0.96052,0.92903,0.97176,0.79675,0.67749,0.36099,1.00642,0.000177104,0.000177104,0.000177104
69,4059.23,0.58768,0.62615,1.04371,0.95936,0.9373,0.97167,0.79741,0.67754,0.36793,0.99453,0.000171897,0.000171897,0.000171897
70,4114.46,0.58653,0.62218,1.04012,0.96752,0.92466,0.97275,0.78383,0.73105,0.3648,1.03376,0.000166689,0.000166689,0.000166689
71,4169.48,0.5822,0.60396,1.03915,0.94751,0.94931,0.97065,0.7882,0.68256,0.36474,0.99437,0.000161482,0.000161482,0.000161482
72,4223.98,0.57749,0.59907,1.03524,0.94169,0.95247,0.96767,0.79396,0.6866,0.36381,1.00319,0.000156275,0.000156275,0.000156275
73,4278.87,0.58281,0.61035,1.03737,0.94503,0.94645,0.96875,0.80154,0.65541,0.35763,0.99296,0.000151067,0.000151067,0.000151067
74,4334.73,0.5797,0.60792,1.03737,0.96019,0.95026,0.97032,0.8037,0.65041,0.34157,0.99304,0.00014586,0.00014586,0.00014586
75,4389.91,0.57323,0.61144,1.04321,0.9568,0.945,0.97146,0.80611,0.65854,0.34587,0.98452,0.000140652,0.000140652,0.000140652
76,4449.46,0.57606,0.61667,1.03658,0.95647,0.95977,0.97336,0.79868,0.67358,0.35234,1.00067,0.000135445,0.000135445,0.000135445
77,4507.89,0.57003,0.58919,1.02698,0.95771,0.94835,0.97338,0.80687,0.64796,0.35105,0.9784,0.000130238,0.000130238,0.000130238
78,4563.24,0.56484,0.58985,1.02711,0.95843,0.95092,0.97396,0.81214,0.64016,0.34499,0.98078,0.00012503,0.00012503,0.00012503
79,4618.45,0.56848,0.59287,1.02855,0.95239,0.94982,0.97336,0.80527,0.66766,0.35573,1.00319,0.000119823,0.000119823,0.000119823
80,4673.4,0.55931,0.57214,1.02084,0.95917,0.94788,0.97338,0.81395,0.63989,0.34256,0.97598,0.000114615,0.000114615,0.000114615
81,4728.7,0.55629,0.56674,1.02687,0.94984,0.95453,0.97374,0.81544,0.63784,0.33992,0.983,0.000109408,0.000109408,0.000109408
82,4784.7,0.55241,0.56444,1.02011,0.95687,0.95247,0.97301,0.80853,0.64436,0.34285,0.98053,0.000104201,0.000104201,0.000104201
83,4840.76,0.55844,0.56904,1.02213,0.95506,0.95139,0.97251,0.81212,0.62694,0.34141,0.97242,9.89932e-05,9.89932e-05,9.89932e-05
84,4898.51,0.54291,0.55587,1.01409,0.95159,0.95207,0.97338,0.81706,0.62325,0.33686,0.97088,9.37858e-05,9.37858e-05,9.37858e-05
85,4954.09,0.54553,0.55815,1.02221,0.94558,0.95705,0.97404,0.81518,0.6273,0.33741,0.97088,8.85784e-05,8.85784e-05,8.85784e-05
86,5009.34,0.54741,0.55384,1.01905,0.95907,0.93742,0.97179,0.81488,0.62982,0.33565,0.97497,8.3371e-05,8.3371e-05,8.3371e-05
87,5065.03,0.54743,0.55813,1.01995,0.96649,0.93445,0.97321,0.8154,0.621,0.33489,0.96531,7.81636e-05,7.81636e-05,7.81636e-05
88,5120.06,0.54318,0.54512,1.0091,0.94663,0.95479,0.97362,0.81486,0.62802,0.34057,0.97243,7.29562e-05,7.29562e-05,7.29562e-05
89,5180.89,0.53796,0.54374,1.01249,0.95551,0.94724,0.9742,0.81624,0.6174,0.33703,0.96323,6.77488e-05,6.77488e-05,6.77488e-05
90,5254.89,0.538,0.54194,1.00678,0.93978,0.96267,0.97331,0.81834,0.61654,0.33045,0.96196,6.25414e-05,6.25414e-05,6.25414e-05
